,probing dataset,linguistic subfield,linguistic phenomena,probe type,train portion,probe,EleutherAI/pythia-1b,EleutherAI/pythia-1b-deduped,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b-deduped,EleutherAI/pythia-12b,EleutherAI/pythia-12b-deduped,EleutherAI/pythia-2.8b,EleutherAI/pythia-2.8b-deduped,EleutherAI/pythia-410m,EleutherAI/pythia-410m-deduped,EleutherAI/pythia-6.9b,EleutherAI/pythia-6.9b-deduped,albert-base-v2,bert-base-uncased,google/electra-base-discriminator,google/t5-xxl-lm-adapt,gpt2,facebook/bart-base,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-hf,microsoft/deberta-base,microsoft/deberta-v3-base,roberta-base,EleutherAI/pythia-160m,EleutherAI/pythia-160m-deduped,EleutherAI/pythia-70m,EleutherAI/pythia-70m-deduped,google/flan-t5-xxl,google/flan-t5-large,google/flan-t5-xl,google/flan-t5-base,google/flan-t5-small,google/flan-ul2,google/t5-small-lm-adapt,google/t5-base-lm-adapt,google/t5-large-lm-adapt,google/t5-xl-lm-adapt,google/ul2,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-hf,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-hf,allenai/tulu-2-dpo-13b,allenai/tulu-2-13b,allenai/tulu-2-70b,allenai/tulu-2-dpo-70b,microsoft/Orca-2-13b,lmsys/vicuna-13b-v1.5,mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-v0.1,databricks/dolly-v2-12b,WizardLM/WizardLM-13B-V1.2,ibm/merlinite-7b,ibm/labradorite-13b,allenai/tk-instruct-11b-def,sentence-transformers/average_word_embeddings_glove.840B.300d,sentence-transformers/average_word_embeddings_glove.6B.300d
47,blimp-only_npi_scope,syntax,negative polarity item licensing,sentence classification,0.5,blimp-only_npi_scope,0.995999956,1,0.998999977,1,0.999499989,1,0.999499989,0.999499989,0.998499966,0.997083286,0.998999977,0.997999954,0.938458574,0.91341027,0.963998187,0.972498,0.992499816,0.992499661,0.999499989,0.999499989,0.982498837,0.955974209,0.934497142,0.333333343,0.390608269,0.362587976,0.334211957,0.987499797,0.952960396,0.974999821,0.982998848,0.957444513,0.983498418,0.927916574,0.936488616,0.92595762,0.942476428,0.953478277,1,1,0.996499312,0.999499989,1,0.997999907,0.998999977,1,0.99849999,0.993749946,1,0.997999954,1,1,0.996499801,1,1,0.997999978,0.936935425,0.969985902,0.497179973
48,blimp-passive_1,syntax,argument structure,sentence classification,0.5,blimp-passive_1,0.936991322,0.938491797,0.939989591,0.937470245,0.951492286,0.962499579,0.945494115,0.926968479,0.904808569,0.887466168,0.943971193,0.928426218,0.878325462,0.839316893,0.881966197,0.873967457,0.856852102,0.914954245,0.96248821,0.960994041,0.900483394,0.907959986,0.855807436,0.333333343,0.358615184,0.336148131,0.333333343,0.894988394,0.804490292,0.845946324,0.791413391,0.759847808,0.884492993,0.804322791,0.772368097,0.781926692,0.816968715,0.877478623,0.948492706,0.934982812,0.952493858,0.937459862,0.955497158,0.958999252,0.952993536,0.955495083,0.966499615,0.965999115,0.964498794,0.94144721,0.936988306,0.940987396,0.960491061,0.962982547,0.939416564,0.969497955,0.803428674,0.777965879,0.809750247
49,blimp-passive_2,syntax,argument structure,sentence classification,0.5,blimp-passive_2,0.962989569,0.951477921,0.949454033,0.952966762,0.975499415,0.967989635,0.962983561,0.961492634,0.944490087,0.900014675,0.960985923,0.980498421,0.898782647,0.888972175,0.901945233,0.898735797,0.906936967,0.927467215,0.969990051,0.968979597,0.880166435,0.918969405,0.835967466,0.333333343,0.35196538,0.333333343,0.333333343,0.914868367,0.833418763,0.883270669,0.844441032,0.832050931,0.890379918,0.821819389,0.776402056,0.749116182,0.873009074,0.880479276,0.958990705,0.957994509,0.969498444,0.969491351,0.972485375,0.964971936,0.966994381,0.958996737,0.96799494,0.976490855,0.979999214,0.973124176,0.948992896,0.947965932,0.973995376,0.975488222,0.957449174,0.970992041,0.848459041,0.877375066,0.876567936
50,blimp-principle_A_c_command,syntax,binding,sentence classification,0.5,blimp-principle_A_c_command,0.596775544,0.596105647,0.531547719,0.5615255,0.645579243,0.647283781,0.629925776,0.534074742,0.565138066,0.47237668,0.661907005,0.633582985,0.81674633,0.77229284,0.911860585,0.870446885,0.500959063,0.888494837,0.691635537,0.720027196,0.830296445,0.893458641,0.821810257,0.333333343,0.334211957,0.333333343,0.333333343,0.891494632,0.742863214,0.827160347,0.707803559,0.601751781,0.876355541,0.614583325,0.65472784,0.658357143,0.750474977,0.750691831,0.712245536,0.674898636,0.505850136,0.560176766,0.664446259,0.690224338,0.671271563,0.663645005,0.665809393,0.72445879,0.453901668,0.491259623,0.497014707,0.474127227,0.6440606,0.602968478,0.386161631,0.717910492,0.74437294,0.74445008,0.496758264
51,blimp-principle_A_case_1,syntax,binding,sentence classification,0.5,blimp-principle_A_case_1,0.999499989,0.999499989,0.999499989,0.998999977,0.995999956,0.998999977,0.997999954,0.998499966,0.997999954,0.99549973,0.998499966,1,0.993999863,0.988499904,0.982993579,0.989999843,0.997999787,0.996499968,0.993999696,0.98949821,1,0.983998024,0.969986737,0.333333343,0.342528749,0.333333343,0.335669774,0.988999581,0.983498073,0.967460597,0.977996933,0.976988816,0.994499898,0.962475085,0.961990368,0.985496902,0.994999886,0.993499994,0.993999827,0.995499897,0.990997279,0.995499945,0.990499175,0.990498507,0.989495039,0.994999933,0.993499732,0.98749783,0.994999278,0.9939996,0.994499803,0.997499895,0.995499945,1,0.993124574,0.98999896,0.976992202,0.498333704,0.497909278
52,blimp-principle_A_case_2,syntax,binding,sentence classification,0.5,blimp-principle_A_case_2,0.960987568,0.948988736,0.956471133,0.936944151,0.963486862,0.962497437,0.935821462,0.919821632,0.910922849,0.875275362,0.955485284,0.967985368,0.891568065,0.948981369,0.965984023,0.96249783,0.849570978,0.95898664,0.941979265,0.956977689,0.964980555,0.955492544,0.928929532,0.334211957,0.362912095,0.333333343,0.343242908,0.962480819,0.860443044,0.910480857,0.87087394,0.834316921,0.954495883,0.846462595,0.912691987,0.88431592,0.92348212,0.914955914,0.946961474,0.930493605,0.910482252,0.915486908,0.941480303,0.948474789,0.934991157,0.921974051,0.944991601,0.953467739,0.960412264,0.960990608,0.943417335,0.926344383,0.969996226,0.933426487,0.923446786,0.927401447,0.914488661,0.846643249,0.795343316
53,blimp-principle_A_domain_1,syntax,binding,sentence classification,0.5,blimp-principle_A_domain_1,0.981498444,0.972995615,0.967998719,0.944460106,0.992499578,0.993499565,0.980498815,0.974998212,0.917959535,0.859191453,0.979494584,0.987999582,1,0.967495334,0.967991924,0.990999675,0.833019841,0.99449985,0.990999889,0.979496968,0.992998552,0.988998258,0.977998281,0.334836382,0.333333343,0.333333343,0.333333343,0.997499943,0.979492915,0.984997034,0.975491285,0.968494153,0.991997647,0.933993685,0.953471684,0.914352322,0.921492934,0.961496806,0.980498517,0.941487586,0.928978562,0.911437917,0.9774984,0.976997435,0.949975789,0.937995315,0.980497873,0.978993487,0.962059249,0.962997186,0.953472459,0.958996201,0.986490953,0.987499774,0.967482769,0.963988125,0.946981812,1,0.499849921
54,blimp-principle_A_domain_2,syntax,binding,sentence classification,0.5,blimp-principle_A_domain_2,0.484693402,0.5562096,0.573637885,0.533130133,0.767123616,0.673752004,0.704141176,0.676418233,0.520430756,0.472775698,0.759750211,0.736777771,0.751155043,0.777482569,0.959998298,0.931992149,0.509149992,0.781057203,0.755916381,0.784213996,0.820963979,0.924969363,0.757098675,0.333333343,0.333333343,0.333333343,0.350542599,0.943497109,0.830438447,0.84690541,0.654492426,0.540746677,0.897145653,0.532627058,0.620495117,0.704721546,0.829943633,0.838698113,0.793534946,0.757719767,0.701096869,0.674300849,0.750371575,0.768080425,0.756950057,0.743858397,0.836994994,0.814438176,0.532377666,0.642324305,0.769336152,0.444529533,0.775803339,0.623554915,0.403776026,0.784857821,0.801758778,0.540282643,0.498243546
55,blimp-principle_A_domain_3,syntax,binding,sentence classification,0.5,blimp-principle_A_domain_3,0.633549321,0.6160092,0.641095805,0.635934412,0.715931129,0.754696226,0.679956305,0.694422019,0.595932901,0.529136139,0.717856336,0.743802524,0.74983573,0.878984642,0.955499434,0.927970493,0.497648132,0.820414567,0.827385831,0.800739753,0.823266459,0.973999178,0.75068301,0.333333343,0.372274983,0.340301812,0.333333343,0.94849385,0.873912203,0.888389647,0.69003067,0.516629416,0.917486906,0.49851166,0.69669193,0.68609401,0.800488877,0.838321185,0.871424139,0.751009595,0.738244307,0.719362092,0.842438936,0.841977203,0.818701899,0.817042315,0.870126903,0.873468542,0.758538653,0.640335506,0.813531113,0.776782274,0.825878227,0.678825021,0.7374735,0.8232301,0.888675308,0.490789533,0.498526663
56,blimp-principle_A_reconstruction,syntax,binding,sentence classification,0.5,blimp-principle_A_reconstruction,0.992999959,0.992499948,0.9924999,0.989499235,0.994999957,0.99399972,0.992499948,0.991999912,0.989998972,0.97249589,0.993999934,0.996499944,0.993499839,0.989999259,0.994499898,0.964495814,0.98449738,1,0.995999742,0.991999936,0.997499943,0.976496542,0.978476775,0.333333343,0.38495639,0.334439659,0.333333343,0.982499814,0.983497238,0.938487196,0.969496143,0.913927507,0.982999301,0.908782089,0.967492163,0.897788429,0.95749476,0.971498752,0.996999979,0.991999698,0.994999909,0.989499617,0.996999955,0.987497151,0.996499944,0.995999932,0.997999978,0.994499874,0.989999568,0.99449954,0.988999081,0.992999506,0.994999909,0.992498803,0.989999318,0.992499924,0.95999788,0.627978265,0.498405552
57,blimp-regular_plural_subject_verb_agreement_1,morphology,subject-verb agreement,sentence classification,0.5,blimp-regular_plural_subject_verb_agreement_1,0.86691941,0.860870993,0.859325063,0.873487282,0.910959923,0.921488547,0.883351445,0.88439914,0.783072615,0.803866863,0.917982292,0.906455994,0.873979449,0.856589067,0.946493244,0.916420591,0.762823308,0.913449705,0.912962222,0.926977789,0.857958674,0.960498667,0.855917847,0.350066125,0.363709664,0.363332295,0.333333343,0.946464252,0.803802729,0.887471735,0.804495382,0.771946943,0.925961351,0.772009468,0.82242589,0.841598439,0.863712561,0.896992505,0.917483652,0.919484603,0.889770222,0.901937437,0.932969046,0.937995815,0.914457965,0.906936812,0.908354628,0.944996715,0.926913917,0.919933748,0.928465211,0.91594007,0.911486793,0.743854475,0.874284267,0.900755954,0.881790483,0.501304185,0.510597658
58,blimp-regular_plural_subject_verb_agreement_2,morphology,subject-verb agreement,sentence classification,0.5,blimp-regular_plural_subject_verb_agreement_2,0.884990108,0.909374356,0.891387582,0.911444688,0.938974237,0.945993495,0.927924669,0.920377994,0.796284664,0.784155262,0.922412121,0.938997757,0.916230192,0.854975271,0.96499927,0.958999312,0.675036001,0.94895432,0.939473343,0.920496881,0.86297102,0.974493682,0.893403983,0.333333343,0.374242032,0.333333343,0.333333343,0.958484364,0.882180202,0.935945642,0.856200767,0.729757679,0.96348927,0.697636807,0.822693491,0.83586942,0.928945565,0.950997794,0.937471092,0.916971552,0.919448805,0.897428262,0.937992346,0.943992651,0.918454754,0.918373764,0.929995894,0.945497942,0.946494818,0.91496526,0.927947366,0.91195668,0.950988579,0.648965383,0.930439651,0.934978616,0.88942467,0.534037578,0.556432021
59,blimp-sentential_negation_npi_licensor_present,semantics,negative polarity item licensing,sentence classification,0.5,blimp-sentential_negation_npi_licensor_present,1,0.999499989,0.995999861,0.998499966,0.994999957,0.998999977,0.996999884,0.997999978,0.996999955,0.997499943,0.999499989,0.999499989,0.996499872,0.994499731,0.995998394,0.994499731,0.996499825,1,0.994498932,1,0.998499966,0.997499943,0.992999744,0.333333343,0.423607692,0.333333343,0.333333343,0.999499989,0.991999841,0.995999956,1,0.994499826,0.994999886,0.99549973,0.998999977,0.99349978,0.997499943,0.991499722,0.998499966,0.99449954,0.991999292,0.997999978,0.999499989,0.999499989,0.996999955,0.996999884,0.997999787,0.999499989,0.996999884,0.998999977,0.998499966,1,1,0.998499966,0.998499966,0.998499966,0.990999198,0.912555873,0.889592981
60,blimp-sentential_negation_npi_scope,syntax,negative polarity item licensing,sentence classification,0.5,blimp-sentential_negation_npi_scope,0.949971879,0.952960062,0.951451945,0.952450061,0.972996736,0.971861809,0.980997252,0.973498154,0.905479538,0.859834087,0.975990748,0.982997465,0.97799809,0.905432701,0.954970479,0.953999758,0.8478163,0.970997012,0.987499595,0.974487066,0.984996676,0.975995469,0.955622464,0.333333343,0.333333343,0.333333343,0.356011987,0.988998806,0.91493566,0.945993733,0.903835511,0.837883186,0.97899965,0.737661445,0.861981404,0.870477641,0.941485238,0.918979049,0.963963258,0.96849134,0.96599499,0.941448069,0.983499765,0.982999408,0.957983291,0.941903043,0.973994625,0.984995353,0.983499074,0.969483745,0.962474453,0.967468011,0.989999437,0.982496953,0.971998143,0.977496135,0.893297851,0.498649913,0.498361105
61,blimp-sentential_subject_island,syntax,island effects,sentence classification,0.5,blimp-sentential_subject_island,0.845764613,0.878396344,0.82078743,0.842355895,0.870455408,0.889464223,0.88267256,0.873344123,0.786791325,0.516975045,0.874531901,0.883466971,0.854313135,0.886414671,0.904471064,0.888208997,0.75262996,0.920995855,0.909885573,0.875768507,0.917990959,0.887465155,0.808727121,0.333333343,0.347962272,0.333333343,0.359113771,0.950987887,0.787198269,0.904797745,0.83241626,0.756574166,0.946451616,0.756466794,0.840502691,0.73982358,0.90199132,0.869398546,0.914128393,0.888299727,0.868104887,0.843216598,0.89619329,0.91497097,0.895369887,0.884361589,0.915963042,0.919485247,0.920934141,0.737901741,0.820215189,0.693742448,0.906218207,0.867352355,0.766700971,0.881954634,0.869814885,0.671869755,0.498597556
62,blimp-superlative_quantifiers_1,semantics,quantifiers,sentence classification,0.5,blimp-superlative_quantifiers_1,0.99449954,0.995999861,0.986493194,0.991999149,0.99349966,0.99291563,0.991499615,0.994999743,0.990498972,0.990497422,0.99499979,0.994999886,1,0.990499663,0.995999742,0.995499897,0.996999931,1,0.997999787,0.993499637,0.998499966,0.999499989,0.997499943,0.333333343,0.390413648,0.417621446,0.333333343,0.994499898,0.984998524,0.996499872,0.998999977,0.997499943,0.995499945,0.991499674,0.978491187,0.98333316,0.989499354,1,0.996999323,0.996999907,0.998499966,0.998999977,1,0.998999977,0.997999954,0.998499966,0.998999977,1,0.998499966,0.997999907,0.998999977,0.864166611,0.994499266,0.998499966,0.996999323,0.990997934,0.937467337,0.719970274,0.718496168
63,blimp-superlative_quantifiers_2,semantics,quantifiers,sentence classification,0.5,blimp-superlative_quantifiers_2,0.997999907,0.998999977,0.999499989,1,0.999499989,0.998499966,0.998499966,1,0.999499989,1,0.999499989,0.999499989,0.997499943,0.992499948,0.982999754,0.994499946,0.997499943,1,1,1,0.997499943,0.987499654,0.992499888,0.346014643,0.378956223,0.333333343,0.333333343,0.995000005,0.969499516,0.994499815,0.996999955,0.986495972,0.99349997,0.99249959,0.99349997,0.971489048,0.990996826,0.99599998,1,1,1,1,1,1,1,0.999499989,1,1,1,1,1,0.999499989,1,0.966995883,1,1,0.96044445,0.997999954,0.495520222
64,blimp-tough_vs_raising_1,syntax,control / raising,sentence classification,0.5,blimp-tough_vs_raising_1,0.995999956,0.997499943,0.995999908,0.996999884,0.998499966,1,0.997499943,0.997999954,0.996999931,0.991499925,0.997499967,0.998999977,0.961992693,0.961979747,0.961992633,0.93999815,0.968483257,0.993499589,0.997499943,0.997999954,0.970998549,0.96099689,0.947499371,0.333333343,0.368482864,0.333333343,0.333333343,0.945487273,0.953478372,0.952993143,0.957490885,0.943993115,0.961994505,0.928939438,0.957493305,0.922460306,0.953999412,0.952485442,0.998499966,0.996999884,0.998499966,0.997999978,0.997499943,0.996999931,1,1,0.997499943,0.998999977,0.999499989,0.996874899,0.998999977,0.998999977,0.996499968,0.997499776,0.997999954,1,0.948497581,0.946998,0.935496831
65,blimp-tough_vs_raising_2,syntax,control / raising,sentence classification,0.5,blimp-tough_vs_raising_2,0.999499989,1,1,1,0.99849999,0.997083306,0.989993572,1,0.998499918,0.995999861,0.994498706,0.994999278,0.979997993,0.986997652,0.964997542,0.984998524,0.997999954,0.992999935,0.997499967,0.995999956,0.984999013,0.980499625,0.96299119,0.333333343,0.333333343,0.333333343,0.364479077,0.978488851,0.982998919,0.98666664,0.975995684,0.953989816,0.983496737,0.938488388,0.978997779,0.92428751,0.986999393,0.95548898,0.998499966,0.997999954,0.995999885,0.99399972,0.996499968,0.996999598,0.996999931,0.99449954,0.998499918,0.995999742,1,0.993999648,0.995999908,0.994999671,0.998499966,0.997499943,0.999499989,0.998000002,0.950481057,0.931412792,0.919315517
66,blimp-transitive,syntax,argument structure,sentence classification,0.5,blimp-transitive,0.949446249,0.945882773,0.936428452,0.926332951,0.96047399,0.966486752,0.934414959,0.931873512,0.924913251,0.797594362,0.947894287,0.961989248,0.833755314,0.820335197,0.894477367,0.859751368,0.883898103,0.913974965,0.9464661,0.953487396,0.884483349,0.889416611,0.864869761,0.38251276,0.376234227,0.333333343,0.33311075,0.904357886,0.817176414,0.884397781,0.75365324,0.708512807,0.903289807,0.701356041,0.780165684,0.824824452,0.818353069,0.840498185,0.968487477,0.941961718,0.94648422,0.939484775,0.937398195,0.946457756,0.945983005,0.944946873,0.942488027,0.9534711,0.958497214,0.961496592,0.947490263,0.954985881,0.957959354,0.946490443,0.952972567,0.952481806,0.84888531,0.751806641,0.717349172
67,blimp-wh_island,syntax,island effects,sentence classification,0.5,blimp-wh_island,0.996499991,0.996499991,0.993499708,0.989499795,0.989999807,0.991999865,0.990999579,0.992999911,0.994999933,0.993999934,0.992999935,0.991999865,1,0.985497534,0.995000005,0.98249501,0.994999933,0.996999323,0.988999212,0.982498372,0.996999931,0.982493353,0.982497275,0.333333343,0.373088753,0.333333343,0.333333343,0.992999709,0.971986747,0.985498679,0.969961476,0.943363547,0.981998932,0.946139872,0.971479845,0.888764238,0.975497317,0.977499723,0.984997833,0.98149693,0.987999964,0.984999537,0.984499562,0.980994999,0.985497522,0.986498785,0.983499789,0.981499815,0.992999363,0.985498536,0.986996353,0.986498642,0.996999955,0.991499639,0.985498273,0.986998594,0.941916013,0.49931072,0.497708869
68,blimp-wh_questions_object_gap,syntax,filler gap,sentence classification,0.5,blimp-wh_questions_object_gap,0.994499731,1,0.998999977,0.99649992,0.995499897,0.994999886,0.996999955,0.996999955,0.997499895,0.99449929,0.99649992,0.996999931,0.989999866,0.949909711,0.951466775,0.949435902,0.990999329,0.996499872,0.996999931,0.995999956,0.981995356,0.942975402,0.956993675,0.333333343,0.333333343,0.333333343,0.33311075,0.985498905,0.93844775,0.932803059,0.954494834,0.986498237,0.956497502,0.977993464,0.989498663,0.911972117,0.964972079,0.954973876,0.996999955,0.993499768,0.991499472,0.988499737,0.996999955,0.99349978,0.992999303,0.993498361,0.996999955,0.998499966,0.99849999,0.998999977,0.995999956,0.997499943,1,0.997999954,0.991497612,0.997499943,0.856682169,0.651034141,0.499061793
69,blimp-wh_questions_subject_gap,syntax,filler gap,sentence classification,0.5,blimp-wh_questions_subject_gap,0.996999931,0.996999884,0.995999908,0.997499943,1,0.994999886,0.999499989,0.996499872,0.995499587,0.996499968,0.997499943,0.997999954,0.996499991,0.99199996,0.972495461,0.985496664,0.995499849,0.997499943,0.999499989,0.997499943,0.996499825,0.974496675,0.99049964,0.334211957,0.41276058,0.333333343,0.340181178,0.992999458,0.982999682,0.971996951,0.99149977,0.987499873,0.981999874,0.967993677,0.991999483,0.968499863,0.986499786,0.939439356,0.997999787,0.997999978,0.997499943,0.998499966,0.999499989,1,0.998999977,0.998999977,1,0.999499989,0.995499802,0.996999931,0.997999954,0.998999977,0.99849999,0.998124957,0.999499989,1,0.888386679,0.499310791,0.49891203
70,blimp-wh_questions_subject_gap_long_distance,syntax,filler gap,sentence classification,0.5,blimp-wh_questions_subject_gap_long_distance,0.99499979,0.996666451,0.995499969,0.995999908,0.998999977,0.998999977,0.997999907,0.999499989,0.992499495,0.99349997,0.998499966,0.998499966,0.987499881,0.964477742,0.977994108,0.972995412,0.997999954,0.99449985,0.997499943,0.997499943,0.99349947,0.968494773,0.957988894,0.353462517,0.4077407,0.337216836,0.333333343,0.990999293,0.954491234,0.982999706,0.930489039,0.952976251,0.994499803,0.946942782,0.972998285,0.879451644,0.979998966,0.978998518,1,0.997499943,0.993999732,0.994999719,0.99649992,0.997499967,0.995999861,0.998999977,0.998499966,0.996999979,0.998499918,0.994999552,0.997499967,0.996499968,0.996999884,0.997999954,0.996999979,0.995499945,0.892488718,0.498670059,0.497036517
71,blimp-wh_vs_that_no_gap,syntax,filler gap,sentence classification,0.5,blimp-wh_vs_that_no_gap,0.996999884,1,0.998999977,1,1,0.998999977,0.99849999,1,0.995499289,0.996999884,1,0.999499989,0.994999838,0.978999043,0.985499954,0.992999744,1,1,0.998000002,1,0.995999956,0.983499658,0.989999914,0.333333343,0.419615918,0.333333343,0.362012351,0.987999094,0.95449816,0.979991972,0.970498943,0.997499895,0.985998678,0.988999784,0.994999957,0.938485801,0.983956552,0.967483521,0.995999861,0.997499967,0.996499825,0.999499989,0.998749971,0.997999954,0.995499849,0.997499943,0.997999907,0.995999527,1,0.998999977,0.998499966,0.998499918,0.997499895,1,0.996499312,0.995498896,0.932995594,0.498688596,0.497939783
